Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.00,INE278B01020,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,36.34,N,123.78,N,-15.61,Y,-30.63,Y,-29.76,Y,17.73,Y,C,1,2025-02-28
500280,Century Enka Ltd.,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,22.82,N,16.75,Y,-11.19,Y,-13.01,Y,12.39,Y,297.3,N,C,,2025-02-28
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10.00,INE358A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1.6,N,17.5,N,-6.74,Y,-5.54,Y,-10.19,Y,59.45,N,C,,2025-02-28
502137,Deccan Cements Ltd.,DECCANCE,DECCAN CEMENTS LTD.-$,Active,B ,5.00,INE583C01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,22.62,N,31.49,N,13.26,Y,-4.59,Y,-2.12,Y,170.64,N,C,,2025-02-28
504741,Indian Hume Pipe Co. Ltd.,INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,B ,2.00,INE323C01030,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,12.77,N,18.35,N,-30.22,Y,-43.9,Y,9.12,Y,108.16,N,C,,2025-02-28
505368,SEMAC CONSULTANTS LIMITED,SEMAC,Semac Consultants Ltd-$,Active,T ,10.00,INE617A01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,21.52,N,34.01,N,-28.19,Y,-51.0,Y,-90.0,Y,-6.34,Y,C,2,2025-02-28
512070,UPL Limited,UPL,UPL Limited,Active,A ,2.00,INE628A01036,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,-0.39,N,17.07,N,0.75,Y,-4.65,Y,8.15,Y,37.73,N,C,,2025-02-28
517536,Onward Technologies Ltd.,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,Active,B ,10.00,INE229A01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,3.11,N,19.63,N,-26.54,Y,-45.15,Y,-55.67,Y,593.54,N,C,,2025-02-28
526668,Kamat Hotels (India) ltd.,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B ,10.00,INE967C01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,1.4,N,33.91,N,-4.11,Y,-7.7,Y,-33.81,Y,877.89,N,C,,2025-02-28
530699,Raj Rayon Industries Limited,RAJRILTD,Raj Rayon Industries Limited-$,Active,T ,1.00,INE533D01032,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-0.16,N,32.16,N,-12.62,Y,-12.18,Y,-18.51,Y,91.1,N,C,,2025-02-28
531146,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,B ,10.00,INE646B01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,9.47,N,23.53,N,-9.91,Y,0.73,Y,-19.36,Y,,N,C,,2025-02-28
500108,Mahanagar Telephone Nigam Ltd.,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,A ,10.00,INE153A01019,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,-5.3,N,0.38,N,-9.61,N,-50.72,Y,-7.56,N,544.33,N,G,,2025-02-28
500458,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10.00,INE601A01017,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,-7.02,N,-11.08,N,-23.59,N,-55.42,Y,-27.94,N,,N,G,,2025-02-28
503031,Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,Active,T ,2.00,INE138A01028,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",-8.15,N,-31.56,Y,-21.1,N,-46.49,N,-43.05,N,1139.32,N,G,,2025-02-28
504286,DELTA MANUFACTURING LIMITED ,DELTAMAGNT,Delta Manufacturing Ltd,Active,T ,10.00,INE393A01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,-7.29,N,-33.83,Y,11.85,N,3.84,N,3.81,N,438.29,N,G,,2025-02-28
505029,Atlas Cycles (Haryana) Ltd.,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,Active,T ,5.00,INE446A01025,Cycles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Cycles,-7.78,N,-34.63,Y,475.81,N,475.81,N,475.81,N,258.02,N,G,,2025-02-28
506074,Arshiya Limited,ARSHIYA,Arshiya Limited,Suspended,Z ,2.00,INE968D01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,-5.17,N,11.11,N,-6.85,N,-38.48,N,-65.03,Y,-62.86,Y,G,,2025-02-28
505368,SEMAC CONSULTANTS LIMITED,SEMAC,Semac Consultants Ltd-$,Active,T ,10.00,INE617A01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,21.52,N,34.01,N,-28.19,N,-51.0,Y,-90.0,Y,-6.34,Y,G,,2025-02-28
505590,SVP GLOBAL TEXTILES LIMITED,SVPGLOB,SVP Global Textiles Ltd,Active,T ,1.00,INE308E01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-0.59,N,-0.88,N,-40.35,Y,-54.79,Y,-62.64,Y,,N,G,,2025-02-28
506579,Oriental Carbon & Chemicals Ltd.,OCCL,ORIENTAL CARBON & CHEMICALS LTD.-$,Active,B ,10.00,INE321D01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-0.87,N,-11.68,N,-20.1,N,-39.0,N,-73.11,Y,-65.74,Y,G,,2025-02-28
506642,Sadhana Nitrochem Ltd.,SADHNANIQ,SADHANA NITROCHEM LTD.,Active,T ,1.00,INE888C01040,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-7.95,N,-23.82,N,-30.99,N,-61.12,Y,-58.44,N,,N,G,,2025-02-28
507205,Tilaknagar Industries Ltd,TI,TILAKNAGAR INDUSTRIES LTD.-$,Active,A ,10.00,INE133E01013,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,-7.64,N,-37.0,Y,31.22,N,42.66,N,56.83,N,2088.45,N,G,,2025-02-28
