Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500540,Premier Limited,PREMIER,PREMIER LTD.,Active,T ,10.0,INE342A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,9.84,N,15.52,N,-23.85,Y,-23.5,Y,-14.87,Y,137.14,N,C,,2025-01-31
503806,SRF Ltd.,SRF,SRF LTD.,Active,A ,10.0,INE647A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,9.57,N,27.26,N,-10.88,Y,-7.62,Y,-1.9,Y,201.63,N,C,,2025-01-31
515018,Regency Ceramics Ltd,REGENCERAM,REGENCY CERAMICS LTD.,Active,T ,10.0,INE277C01012,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,-1.68,N,17.13,N,-45.79,Y,-14.2,Y,-0.5,Y,5110.53,N,C,,2025-01-31
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.0,INE048G01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,5.36,N,18.37,N,-8.94,Y,-9.0,Y,-2.44,Y,104.67,N,C,,2025-01-31
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,T ,10.0,INE661I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,-7.77,N,26.52,N,111.4,N,146.09,N,11.97,Y,328.22,N,C,,2025-01-31
540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,B ,2.0,INE630Y01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3.55,N,29.74,N,9.83,Y,39.98,N,-37.0,Y,,N,C,,2025-01-31
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.0,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,-24.85,Y,-33.67,Y,14.37,N,42.38,N,42.53,N,2091.0,N,G,,2025-01-31
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.0,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,-22.22,Y,-31.64,Y,-20.55,N,-6.52,N,38.7,N,-11.56,N,G,,2025-01-31
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,T ,2.0,INE937A01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,-13.68,N,-33.24,Y,-6.63,N,45.85,N,165.08,N,3896.87,N,G,,2025-01-31
500412,Thirumalai Chemicals Ltd.,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.0,INE338A01024,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-15.69,Y,-27.7,N,-0.18,N,7.25,N,44.54,N,626.8,N,G,,2025-01-31
500463,BLACK BOX LIMITED,BBOX,Black Box Ltd,Active,B ,2.0,INE676A01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,-18.45,Y,-21.82,N,33.86,N,80.69,N,146.19,N,1234.95,N,G,,2025-01-31
