Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
502137,Deccan Cements Ltd.,DECCANCE,DECCAN CEMENTS LTD.-$,Active,B ,5.00,INE583C01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,-4.96,N,24.99,N,12.6,Y,0.18,Y,6.67,Y,176.59,N,C,,2025-03-19
504918,Sandur Manganese & Iron Ores Ltd.,SANDUMA,SANDUR MANGANESE & IRON ORES LTD.,Active,A ,10.00,INE149K01016,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,-5.31,N,32.95,N,-18.99,Y,-31.17,Y,-7.63,Y,,N,C,,2025-03-19
509631,HEG Ltd.,HEG,HEG LTD.,Active,A ,2.00,INE545A01024,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,4.35,N,18.04,N,-16.39,Y,-13.76,Y,0.83,Y,86.56,N,C,,2025-03-19
512573,Avanti Feeds ltd.,AVANTIFEED,AVANTI FEEDS LTD.-$,Active,A ,1.00,INE871C01038,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,8.3,N,27.49,N,21.66,Y,1.77,Y,27.16,Y,50.59,N,C,,2025-03-19
519156,Vadilal Industries Ltd.,VADILALIND,VADILAL INDUSTRIES LTD.-$,Active,B ,10.00,INE694D01016,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,7.29,N,28.63,N,4.95,Y,-9.65,Y,6.0,Y,615.09,N,C,,2025-03-19
523301,TCPL Packaging Limited,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10.00,INE822C01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,0.06,N,39.06,N,0.24,Y,5.19,Y,29.36,Y,1109.34,N,C,,2025-03-19
524709,NACL Industries Limited,NACLIND,NACL Industries Ltd,Active,B ,1.00,INE295D01020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,64.47,N,87.03,N,32.32,Y,10.23,Y,-1.84,Y,151.56,N,C,,2025-03-19
500013,Ansal Properties & Infrastructure Ltd.,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,Z ,5.00,INE436A01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",-18.82,Y,-52.88,Y,-33.65,N,-23.6,N,-26.35,N,91.85,N,G,,2025-03-19
500366,Rolta India Ltd.,ROLTA,ROLTA INDIA LTD.,Suspended,Z ,10.00,INE293A01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,-19.16,Y,-29.48,N,-8.36,N,-4.91,N,-15.64,N,-29.25,N,G,,2025-03-19
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,T ,2.00,INE937A01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,-18.5,Y,-16.08,N,-14.25,N,-17.8,N,48.48,N,2008.37,N,G,,2025-03-19
501295,Industrial Investment Trust Ltd.,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T ,10.00,INE886A01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-13.88,N,-39.66,Y,-8.04,N,61.41,N,58.04,N,554.21,N,G,,2025-03-19
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,Active,B ,10.00,INE377E01016,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,-15.89,Y,-14.9,N,0.77,N,-16.29,N,-20.08,N,,N,G,,2025-03-19
