Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Active,B ,10.0,INE363A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,7.35,N,17.58,N,8.47,Y,35.88,N,-12.32,Y,182.94,N,C
500039,Banco Products (India) Ltd.,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2.0,INE213C01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-4.1,N,45.02,N,7.52,Y,21.43,Y,29.03,Y,756.53,N,C
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.0,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,15.58,N,28.8,N,22.84,Y,25.49,Y,-5.3,Y,1672.88,N,C
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,B ,10.0,INE197D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,4.83,N,26.05,N,1.42,Y,41.64,N,24.54,Y,204.67,N,C
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,19.79,N,17.82,Y,6.57,Y,-22.19,Y,-28.61,Y,302.22,N,C
500333,Pix Transmissions Ltd.,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,B ,10.0,INE751B01018,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber,1.08,N,66.57,N,8.85,Y,24.46,Y,24.66,Y,,N,C
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1.0,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial,25.86,N,21.6,Y,-11.41,Y,-13.33,Y,6.54,Y,862.28,N,C
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.0,INE665A01038,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,13.23,N,45.37,N,-27.31,Y,-11.73,Y,14.9,Y,300.61,N,C
503811,Siyaram Silk Mills Ltd.,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.0,INE076B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.09,N,31.73,N,28.18,Y,40.94,N,18.55,Y,190.96,N,C
504112,Nelco Ltd,NELCO,NELCO LTD.,Active,B ,10.0,INE045B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,2.85,N,26.29,N,7.92,Y,25.56,Y,21.45,Y,312.74,N,C
504286,DELTA MANUFACTURING LIMITED ,DELTAMAGNT,Delta Manufacturing Ltd,Active,B ,10.0,INE393A01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,7.9,N,32.88,N,-0.56,Y,-7.9,Y,9.39,Y,220.78,N,C
505400,Texmaco Infrastructure & Holdings Ltd,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,Active,B ,1.0,INE435C01024,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,18.68,N,21.98,N,-7.25,Y,29.18,N,16.31,Y,207.6,N,C
505537,Zee Entertainment Enterprises Ltd.,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1.0,INE256A01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,10.02,N,16.4,N,-11.33,Y,-9.17,Y,-52.53,Y,-49.25,Y,C
505590,SVP GLOBAL TEXTILES LIMITED,SVPGLOB,SVP Global Textiles Ltd,Active,B ,1.0,INE308E01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,39.25,N,19.06,Y,-19.81,Y,-12.39,Y,-27.08,Y,,N,C
505720,Hercules Hoists Ltd.,HERCULES,HERCULES HOISTS LTD.,Active,T ,1.0,INE688E01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1.0,N,15.81,N,-66.57,Y,-58.23,Y,-43.78,Y,156.51,N,C
506197,Bliss GVS Pharma Limited,BLISSGVS,BLISS GVS PHARMA LTD.,Active,B ,1.0,INE416D01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-6.01,N,21.95,N,9.57,Y,9.96,Y,-14.54,Y,24.24,N,C
506405,DMCC SPECIALITY CHEMICALS LIMITED,DMCC,DMCC Speciality Chemicals Ltd,Active,B ,10.0,INE505A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,16.18,N,20.0,N,-0.94,Y,-10.6,Y,-1.06,Y,,N,C
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,Active,B ,10.0,INE314G01014,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,-2.81,N,28.37,N,-12.24,Y,8.36,Y,12.74,Y,264.52,N,C
514043,Himatsingka Seide Ltd.,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,B ,5.0,INE049A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.32,N,20.74,N,1.93,Y,17.32,Y,-9.54,Y,61.56,N,C
515093,Madhav Marbles & Granites Ltd.,MADHAV,MADHAV MARBLES & GRANITES LTD.,Active,B ,10.0,INE925C01016,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,6.0,N,15.47,N,1.91,Y,22.56,N,3.03,Y,74.14,N,C
523025,Safari Industries (India) Ltd.,SAFARI,SAFARI INDUSTRIES (INDIA) LTD.,Active,A ,2.0,INE429E01023,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,2.07,N,19.58,N,-0.51,Y,12.8,Y,0.04,Y,670.89,N,C
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,ITI LTD.,Active,A ,10.0,INE248A01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,12.09,N,38.44,N,-23.9,Y,-23.48,Y,-18.76,Y,213.6,N,C
524051,Polyplex Corporation Ltd.,POLYPLEX,POLYPLEX CORPORATION LTD.,Active,A ,10.0,INE633B01018,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,3.65,N,15.63,N,0.38,Y,29.49,N,12.07,Y,130.16,N,C
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.0,INE900B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,-4.28,N,15.06,N,10.11,Y,10.21,Y,3.6,Y,590.48,N,C
524394,Vimta Labs Ltd.,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.0,INE579C01029,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",3.1,N,60.19,N,13.98,Y,15.11,Y,35.79,Y,514.71,N,C
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,T ,10.0,INE268B01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3.52,N,22.94,N,5.57,Y,25.74,N,7.95,Y,-6.82,Y,C
526227,Filatex India Ltd.,FILATEX,FILATEX INDIA LTD.-$,Active,B ,1.0,INE816B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,6.49,N,20.02,N,-7.04,Y,3.12,Y,19.62,Y,244.32,N,C
526662,Rajdarshan Industries Ltd.,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,T ,10.0,INE610C01014,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,27.12,N,51.93,N,-30.73,Y,-1.5,Y,22.32,Y,164.68,N,C
526881,63 Moons Technologies Limited,63MOONS,63 Moons Technologies Ltd,Active,B ,2.0,INE111B01023,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,15.52,N,32.98,N,61.85,N,45.35,N,32.13,Y,564.83,N,C
527001,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,A ,2.0,INE348A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,8.1,N,54.35,N,-25.33,Y,-19.67,Y,-31.24,Y,685.97,N,C
531146,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,B ,10.0,INE646B01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,34.58,N,15.09,Y,29.49,N,2.46,Y,-16.67,Y,,N,C
531543,Jindal Worldwide Ltd.,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,A ,1.0,INE247D01039,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,20.38,N,27.24,N,-16.87,Y,-10.41,Y,-10.41,Y,418.5,N,C
531633,Lincoln Pharmaceuticals ltd.,LINCOLN,LINCOLN PHARMACEUTICALS LTD.,Active,B ,10.0,INE405C01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,44.55,N,34.54,Y,1.48,Y,15.0,Y,3.15,Y,306.24,N,C
532351,Aksh Optifibre Ltd.,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,Active,B ,5.0,INE523B01011,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,21.75,N,19.49,Y,10.54,Y,15.51,Y,1.78,Y,81.95,N,C
532369,Ramco Industries Ltd,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,B ,1.0,INE614A01028,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,3.81,N,21.19,N,4.39,Y,15.3,Y,16.91,Y,47.3,N,C
