Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Report,1W_value,1M_value,3M_value,6M_value,1Y_value,5Y_value,1W_FLG,1M_FLG,3M_FLG,6M_FLG,1Y_FLG,5Y_FLG
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.0,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,C,-0.26,53.44,22.76,33.99,38.24,0.0,N,N,Y,Y,Y,Y
532741,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B ,10.0,INE390H01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,C,21.51,67.31,32.45,-5.53,59.18,0.0,N,N,Y,Y,Y,Y
532884,Refex Industries Limited,REFEX,Refex Industries Limited,Active,T ,2.0,INE056I01025,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,C,3.57,50.74,33.66,16.15,19.67,0.0,N,N,Y,Y,Y,Y
533146,D-Link (India) Ltd,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.0,INE250K01012,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,C,-3.45,42.91,42.87,31.1,92.93,0.0,N,N,Y,Y,N,Y
533193,KIRLOSKAR ELECTRIC COMPANY LTD.,KECL,Kirloskar Electric Company Ltd,Active,B ,10.0,INE134B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,C,6.95,55.04,65.17,75.7,237.93,0.0,N,N,N,N,N,Y
533317,OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,Z ,10.0,INE474L01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,C,-6.31,42.96,-37.47,-56.16,20.16,0.0,N,N,Y,Y,Y,Y
533676,Indo Thai Securities Limited,INDOTHAI,INDO THAI SECURITIES LTD.,Active,T ,10.0,INE337M01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,C,21.5,98.68,-20.54,-59.07,207.07,0.0,N,N,Y,Y,N,Y
536773,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.0,INE147P01019,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,C,-2.06,36.21,56.64,52.93,1133.88,0.0,N,N,N,N,N,Y
539309,Rama Steel Tubes Limited,RAMASTEEL,Rama Steel Tubes Ltd,Active,B ,1.0,INE230R01035,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,C,7.22,33.5,71.9,64.1,690.26,0.0,N,N,N,N,N,Y
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.0,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,C,20.15,35.83,0.56,0.14,-13.91,0.0,N,N,Y,Y,Y,Y
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,T ,5.0,INE704P01025,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,C,5.72,30.92,63.52,48.75,43.77,0.0,N,N,N,N,N,Y
540798,Future Supply Chain Solutions Limited,FSC,Future Supply Chain Solutions Ltd,Active,Z ,10.0,INE935Q01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,C,15.04,37.13,-20.75,-49.84,-69.42,0.0,N,N,Y,Y,Y,Y
540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,T ,2.0,INE630Y01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,C,20.37,83.55,66.69,0.0,0.0,0.0,N,N,Y,Y,Y,Y
541276,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Active,B ,1.0,INE626Z01029,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",C,3.87,35.64,43.01,149.48,0.0,0.0,N,N,N,N,Y,Y
541956,IRCON International Ltd,IRCON,IRCON International Ltd,Active,A ,2.0,INE962Y01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,C,12.93,33.37,14.75,-0.12,-5.3,0.0,N,N,Y,Y,Y,Y
542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.0,INE415G01027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,C,19.35,61.29,23.93,10.04,38.97,0.0,N,N,Y,Y,Y,Y
543214,NDR Auto Components Limited,NDRAUTO,NDR Auto Components Ltd,Active,B ,10.0,INE07OG01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,C,14.26,38.89,19.66,21.09,139.76,0.0,N,N,Y,Y,N,Y
543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,10.0,INE249Z01012,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,C,10.14,40.73,139.33,87.64,210.36,0.0,N,N,N,N,N,Y
543257,Indian Railway Finance Corporation,IRFC,Indian Railway Finance Corporation Ltd,Active,A ,10.0,INE053F01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,C,13.88,30.37,5.97,-3.18,0.0,0.0,N,N,Y,Y,Y,Y
543265,RailTel Corporation of India Limited,RAILTEL,RailTel Corporation of India Ltd,Active,A ,10.0,INE0DD101019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,C,8.62,31.45,14.21,-5.69,-12.16,0.0,N,N,Y,Y,Y,Y
543442,Brand Concepts Limited,BCONCEPTS,Brand Concepts Ltd,Active,B ,10.0,INE977Y01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,C,19.53,35.35,45.77,71.65,653.12,0.0,N,N,N,N,N,Y
543614,Tips Films Limited,TIPSFILMS,Tips Films Ltd,Active,B ,10.0,INE0LQS01015,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",C,3.93,44.87,0.0,0.0,0.0,0.0,N,N,Y,Y,Y,Y
543636,Dc Infotech and Communication Limited,DCI,Dc Infotech and Communication Ltd,Active,T ,10.0,INE0A1101019,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,C,-0.5,191.61,25.47,15.83,114.89,0.0,N,N,Y,Y,Y,Y
543670,VINNY OVERSEAS LIMITED,VINNY,Vinny Overseas Ltd,Active,T ,1.0,INE01KI01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,C,4.24,55.38,19.91,-12.86,66.57,0.0,N,N,Y,Y,N,Y
543919,M.K.Proteins Limited,MKPL,M. K. Proteins Ltd,Active,T ,1.0,INE964W01021,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,C,17.42,128.47,269.67,231.04,736.98,0.0,N,N,N,N,N,Y
