Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report
500039,Banco Products (India) Ltd.,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2.0,INE213C01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-0.21,N,27.34,N,4.03,Y,18.77,Y,23.48,Y,740.38,N,C
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A ,10.0,INE539A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-3.21,N,20.91,N,-10.07,Y,14.01,Y,-1.96,Y,312.52,N,C
500185,Hindustan Construction Co. Ltd.,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.0,INE549A01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,0.19,N,31.97,N,-25.47,Y,-1.72,Y,13.4,Y,428.06,N,C
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.0,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,-0.45,N,34.86,N,7.13,Y,31.68,Y,-0.73,Y,1735.16,N,C
500219,Jain Irrigation Systems Ltd.,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.0,INE175A01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,7.6,N,19.72,N,-3.56,Y,-4.39,Y,-5.85,Y,1216.12,N,C
500231,Umang Dairies Limited,UMANGDAIRY,UMANG DAIRIES LTD.,Active,T ,5.0,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,-0.41,N,25.09,N,-17.35,Y,-2.69,Y,17.66,Y,150.31,N,C
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,B ,10.0,INE197D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,-2.17,N,32.38,N,-13.5,Y,49.32,N,23.08,Y,227.7,N,C
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B ,10.0,INE437B01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,9.0,N,16.06,N,-19.42,Y,-12.58,Y,-25.37,Y,32.0,N,C
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.0,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,3.32,N,16.1,N,9.81,Y,15.78,Y,-13.25,Y,23.56,N,C
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,-0.22,N,28.04,N,0.43,Y,-25.42,Y,-41.94,Y,318.96,N,C
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,12.59,N,41.3,N,-6.5,Y,7.54,Y,-17.64,Y,,N,C
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T ,1.0,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,1.17,N,16.24,N,-11.27,Y,-12.68,Y,12.65,Y,179.32,N,C
500296,Nahar Spinning Mills Ltd.,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.0,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,4.62,N,20.28,N,-21.68,Y,-10.12,Y,-19.79,Y,699.36,N,C
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.0,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-1.01,N,19.9,N,6.86,Y,22.67,N,7.76,Y,43.67,N,C
500330,Raymond Limited,RAYMOND,RAYMOND LTD.,Active,A ,10.0,INE301A01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",-0.83,N,18.63,N,-19.03,Y,-30.66,Y,-10.49,Y,240.19,N,C
500335,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.0,INE340A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,-1.18,N,17.23,N,-15.74,Y,-25.1,Y,-24.71,Y,58.87,N,C
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A ,2.0,INE855B01025,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,-1.39,N,26.51,N,-6.09,Y,-10.05,Y,-2.74,Y,71.58,N,C
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,T ,2.0,INE606A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",11.38,N,44.98,N,-6.0,Y,31.52,Y,24.8,Y,150.56,N,C
500350,RSWM Limited,RSWM,RSWM LTD.,Active,B ,10.0,INE611A01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,2.62,N,26.31,N,-18.64,Y,-2.93,Y,-14.18,Y,240.38,N,C
500387,Shree Cements Ltd.,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.0,INE070A01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,3.58,N,16.6,N,-2.41,Y,-6.86,Y,-13.49,Y,10.01,Y,C
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.0,INE786A01032,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.84,N,23.72,N,-10.23,Y,-8.73,Y,-19.08,Y,156.61,N,C
