Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Active,B ,10.0,INE363A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,27.33,N,52.59,N,3.34,Y,35.99,Y,-13.42,Y,169.86,N,C,,2024-12-31
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.0,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,-6.65,N,15.37,N,2.22,Y,46.34,N,11.87,Y,2570.08,N,C,,2024-12-31
500231,Umang Dairies Limited,UMANGDAIRY,UMANG DAIRIES LTD.,Active,T ,5.0,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,2.88,N,32.24,N,-19.5,Y,-3.61,Y,18.08,Y,178.81,N,C,,2024-12-31
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,5.05,N,23.24,N,-4.22,Y,16.72,Y,-17.83,Y,,N,C,,2024-12-31
500404,Sunflag Iron & Steel Co. Ltd.,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.0,INE947A01014,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,-7.5,N,20.66,N,-5.59,Y,-2.66,Y,-8.5,Y,818.08,N,C,,2024-12-31
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2.0,INE224A01026,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",29.28,N,58.57,N,7.74,Y,44.41,Y,29.82,Y,136.73,N,C,,2024-12-31
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1.0,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial,-7.2,N,24.15,N,-14.92,Y,-7.96,Y,1.07,Y,1254.21,N,C,,2024-12-31
504212,Universal Cables Ltd.,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10.0,INE279A01012,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,11.16,N,37.34,N,-12.36,Y,-1.23,Y,19.99,Y,718.4,N,C,,2024-12-31
504879,ORIENT CERATECH LIMITED,ORIENTCER,Orient Ceratech Ltd-$,Active,B ,1.0,INE569C01020,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,9.39,N,16.81,N,-19.74,Y,-2.39,Y,-19.58,Y,,N,C,,2024-12-31
505075,Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,Active,T ,2.0,INE878E01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-14.98,N,78.05,N,-26.16,Y,-3.46,Y,44.48,Y,66.61,Y,C,16,2024-12-31
