Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Active,B ,10.0,INE363A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,30.32,N,36.77,N,9.18,Y,39.15,N,-12.25,Y,204.58,N,C,,2024-12-25
500083,Century Extrusions Ltd.,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,T ,1.0,INE281A01026,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",0.23,N,17.13,N,-19.3,Y,15.68,Y,16.58,Y,1084.21,N,C,,2024-12-25
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A ,10.0,INE539A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-1.46,N,16.05,N,-17.1,Y,9.25,Y,-2.48,Y,507.79,N,C,,2024-12-25
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.0,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,-3.39,N,26.43,N,-6.54,Y,29.66,N,0.11,Y,1878.78,N,C,,2024-12-25
500231,Umang Dairies Limited,UMANGDAIRY,UMANG DAIRIES LTD.,Active,T ,5.0,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,-0.24,N,31.32,N,-24.11,Y,-10.0,Y,19.04,Y,146.63,N,C,,2024-12-25
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-3.86,N,18.7,N,-0.09,Y,16.64,Y,-18.47,Y,,N,C,,2024-12-25
500404,Sunflag Iron & Steel Co. Ltd.,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.0,INE947A01014,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,3.96,N,41.68,N,-13.96,Y,-11.69,Y,-0.49,Y,637.09,N,C,,2024-12-25
500464,UCAL LIMITED,UCAL,Ucal  Ltd,Active,B ,10.0,INE139B01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,8.93,N,35.03,N,1.67,Y,2.05,Y,18.19,Y,,N,C,,2024-12-25
500500,Hindustan Motors Ltd.,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,T ,5.0,INE253A01025,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,20.91,N,44.6,N,-31.03,Y,-42.15,Y,26.22,Y,523.77,N,C,,2024-12-25
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2.0,INE224A01026,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",3.2,N,38.27,N,-4.23,Y,33.65,Y,22.63,Y,109.32,N,C,,2024-12-25
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1.0,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial,-7.61,N,32.8,N,-12.64,Y,-10.34,Y,3.62,Y,947.94,N,C,,2024-12-25
503722,Banswara Syntex Ltd.,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,5.0,INE629D01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-7.14,N,15.2,N,-11.28,Y,-13.44,Y,-8.77,Y,208.68,N,C,,2024-12-25
504112,Nelco Ltd,NELCO,NELCO LTD.,Active,B ,10.0,INE045B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,-3.5,N,35.82,N,-13.73,Y,31.17,Y,22.78,Y,600.79,N,C,,2024-12-25
504212,Universal Cables Ltd.,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10.0,INE279A01012,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,1.91,N,28.45,N,-9.62,Y,0.75,Y,19.1,Y,541.19,N,C,,2024-12-25
504879,ORIENT CERATECH LIMITED,ORIENTCER,Orient Ceratech Ltd-$,Active,B ,1.0,INE569C01020,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,1.45,N,28.73,N,-19.95,Y,-11.5,Y,-26.62,Y,,N,C,,2024-12-25
505075,Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,Active,T ,2.0,INE878E01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,1.94,N,98.45,N,-25.09,Y,-6.96,Y,37.11,Y,65.4,Y,C,12,2024-12-25
506197,Bliss GVS Pharma Limited,BLISSGVS,BLISS GVS PHARMA LTD.,Active,B ,1.0,INE416D01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-4.55,N,19.51,N,1.31,Y,24.16,N,1.55,Y,29.82,N,C,,2024-12-25
506405,DMCC SPECIALITY CHEMICALS LIMITED,DMCC,DMCC Speciality Chemicals Ltd,Active,B ,10.0,INE505A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-12.13,N,27.78,N,4.12,Y,-2.73,Y,-4.27,Y,,N,C,,2024-12-25
507779,Kanpur Plastipack Limited,KANPRPLA,KANPUR PLASTIPACK LTD.,Active,B ,10.0,INE694E01014,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,1.3,N,18.32,N,-3.57,Y,13.31,Y,-2.76,Y,,N,C,,2024-12-25
509488,Graphite India Ltd.,GRAPHITE,GRAPHITE INDIA LTD.,Active,A ,2.0,INE371A01025,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,-0.39,N,16.13,N,-9.04,Y,-18.52,Y,-7.45,Y,231.58,N,C,,2024-12-25
509631,HEG Ltd.,HEG,HEG LTD.,Active,A ,10.0,INE545A01016,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,-6.1,N,29.14,N,2.57,Y,-8.27,Y,19.12,Y,237.44,N,C,,2024-12-25
509635,Hindustan Composites Ltd,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Active,B ,5.0,INE310C01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.85,N,21.29,N,-25.66,Y,0.51,Y,0.97,Y,246.07,N,C,,2024-12-25
509692,Indian Card Clothing Ltd,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,Active,B ,10.0,INE061A01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-16.12,N,30.98,N,-9.45,Y,-2.86,Y,2.04,Y,187.12,N,C,,2024-12-25
509874,Shalimar Paints Ltd.,SHALPAINTS,SHALIMAR PAINTS LTD.-$,Active,B ,2.0,INE849C01026,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,4.88,N,19.24,N,-26.1,Y,-33.71,Y,-43.52,Y,80.99,N,C,,2024-12-25
511194,ICDS Ltd.,ICDSLTD,ICDS LTD.,Active,T ,10.0,INE613B01010,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,-11.48,N,17.72,N,19.03,N,35.02,N,-7.16,Y,,N,C,,2024-12-25
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Limited-$,Active,A ,1.0,INE051B01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,6.88,N,31.69,N,10.64,Y,-1.72,Y,20.88,Y,-17.43,Y,C,7,2024-12-25
