Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500033,Force Motors Limited,FORCEMOT,FORCE MOTORS LTD.-$,Active,A ,10.00,INE451A01017,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,1.7,N,37.03,N,-0.99,Y,-15.94,Y,-3.42,Y,715.6,N,C,,2025-04-01
500048,BEML Ltd,BEML,BEML LTD.,Active,A ,10.00,INE258A01016,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,11.1,N,25.27,N,-38.17,Y,-31.45,Y,-12.99,Y,381.55,N,C,,2025-04-01
500294,NCC Limited,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,0.14,N,17.22,N,-41.54,Y,-43.4,Y,-23.72,Y,483.09,N,C,,2025-04-01
500390,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.00,INE036A01016,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities,6.16,N,16.01,N,-14.44,Y,12.51,Y,-11.95,Y,579.37,N,C,,2025-04-01
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Active,B ,10.00,INE277A01016,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",-1.43,N,44.71,N,-12.02,Y,-16.69,Y,23.98,Y,93.78,N,C,,2025-04-01
503101,Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B ,5.00,INE182D01020,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",4.35,N,26.87,N,-27.06,Y,-24.92,Y,-9.87,Y,670.79,N,C,,2025-04-01
504112,Nelco Ltd,NELCO,NELCO LTD.,Active,B ,10.00,INE045B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,-1.2,N,16.95,N,-22.59,Y,-34.43,Y,14.58,Y,312.25,N,C,,2025-04-01
505192,SML ISUZU LIMITED,SMLISUZU,SML ISUZU LIMITED,Active,B ,10.00,INE294B01019,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,-9.15,N,45.71,N,-33.26,Y,-44.26,Y,-41.58,Y,185.22,N,C,,2025-04-01
506618,Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Active,B ,10.00,INE277B01014,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,10.52,N,28.84,N,-34.56,Y,-47.02,Y,-30.52,Y,63.55,N,C,,2025-04-01
509488,Graphite India Ltd.,GRAPHITE,GRAPHITE INDIA LTD.,Active,A ,2.00,INE371A01025,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,3.88,N,21.25,N,-23.1,Y,-23.16,Y,-35.4,Y,113.21,N,C,,2025-04-01
509631,HEG Ltd.,HEG,HEG LTD.,Active,A ,2.00,INE545A01024,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,11.84,N,39.47,N,-22.53,Y,-14.28,Y,-10.49,Y,95.62,N,C,,2025-04-01
511196,Can Fin Homes Ltd.,CANFINHOME,CAN FIN HOMES LTD.,Active,A ,2.00,INE477A01020,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,-2.31,N,16.47,N,-29.87,Y,-34.55,Y,-21.72,Y,63.05,N,C,,2025-04-01
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV,Keynote Financial Services Ltd,Active,B ,10.00,INE681C01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,20.15,N,50.1,N,-16.69,Y,-23.57,Y,35.57,Y,416.87,N,C,,2025-04-01
519156,Vadilal Industries Ltd.,VADILALIND,VADILAL INDUSTRIES LTD.-$,Active,B ,10.00,INE694D01016,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,-10.88,N,25.38,N,1.86,Y,-9.34,Y,4.41,Y,610.33,N,C,,2025-04-01
