Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500540,Premier Limited,PREMIER,PREMIER LTD.,Active,T ,10.0,INE342A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,2.53,N,15.14,N,-30.94,Y,-20.35,Y,-22.68,Y,126.43,N,C,,2025-01-29
503806,SRF Ltd.,SRF,SRF LTD.,Active,A ,10.0,INE647A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,3.05,N,16.19,N,-8.38,Y,-7.43,Y,-1.7,Y,214.12,N,C,,2025-01-29
505029,Atlas Cycles (Haryana) Ltd.,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,Active,T ,5.0,INE446A01025,Cycles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Cycles,-4.01,N,123.24,N,140.73,N,140.73,N,140.73,N,86.44,Y,C,1,2025-01-29
523792,Mazda Ltd.,MAZDA,MAZDA LTD.-$,Active,T ,2.0,INE885E01042,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,-2.15,N,16.03,N,22.81,N,14.49,Y,1.79,Y,503.81,N,C,,2025-01-29
526027,Cubex Tubings Ltd,CUBEXTUB,CUBEX TUBINGS LTD.,Active,T ,10.0,INE144D01012,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",-17.9,N,28.51,N,-17.99,Y,-12.22,Y,23.96,Y,717.18,N,C,,2025-01-29
527001,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2.0,INE348A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,-12.17,N,21.04,N,25.21,N,-5.89,Y,-11.34,Y,1243.41,N,C,,2025-01-29
531553,DISHA RESOURCES LIMITED,DRL,Disha Resources Ltd,Active,XT,10.0,INE193D01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,26.78,N,44.96,N,-0.77,Y,-51.59,Y,-6.52,Y,77.93,N,C,,2025-01-29
532440,MPS Limited,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,E-Learning,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,24.56,N,26.25,N,-6.11,Y,2.14,Y,22.28,Y,635.08,N,C,,2025-01-29
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,T ,10.0,INE661I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,-0.09,N,37.06,N,97.64,N,160.76,N,2.53,Y,311.61,N,C,,2025-01-29
534675,PROZONE REALTY LIMITED,PROZONER,Prozone Realty Ltd,Active,T ,2.0,INE195N01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",-7.79,N,26.06,N,1.6,Y,-10.57,Y,-31.96,Y,152.31,N,C,,2025-01-29
540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,B ,2.0,INE630Y01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2.2,N,32.59,N,9.56,Y,36.81,N,-34.25,Y,,N,C,,2025-01-29
500342,Prudential Sugar Corporation Ltd,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION LTD.,Active,T ,10.0,INE024D01016,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,-11.61,N,-33.38,Y,24.56,N,195.2,N,104.24,N,,N,G,,2025-01-29
500412,Thirumalai Chemicals Ltd.,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.0,INE338A01024,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-16.22,Y,-21.32,N,-3.29,N,4.79,N,32.05,N,608.1,N,G,,2025-01-29
500500,Hindustan Motors Ltd.,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B ,5.0,INE253A01025,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,-17.07,Y,-13.6,N,4.24,N,-12.53,N,57.93,N,643.08,N,G,,2025-01-29
