Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report
500074,BPL Ltd.,BPL,BPL LTD.,Active,B ,10.0,INE110A01019,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,7.52,N,24.84,N,-23.16,Y,-9.14,Y,18.86,Y,701.57,N,C
500083,Century Extrusions Ltd.,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,T ,1.0,INE281A01026,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",7.15,N,23.33,N,-25.71,Y,9.95,Y,12.69,Y,917.0,N,C
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A ,10.0,INE539A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-8.5,N,17.69,N,-15.74,Y,13.99,Y,-0.47,Y,421.44,N,C
500185,Hindustan Construction Co. Ltd.,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.0,INE549A01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,0.31,N,23.64,N,-28.54,Y,-5.07,Y,13.88,Y,499.32,N,C
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2.0,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,3.01,N,30.48,N,4.33,Y,35.08,N,0.75,Y,1735.51,N,C
500231,Umang Dairies Limited,UMANGDAIRY,UMANG DAIRIES LTD.,Active,T ,5.0,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,-2.62,N,32.76,N,-24.77,Y,-10.86,Y,16.02,Y,144.01,N,C
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS LTD.,Active,B ,5.0,INE907A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,18.23,N,62.73,N,-4.51,Y,-10.93,Y,56.37,Y,413.69,N,C
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,-6.38,N,19.72,N,-0.31,Y,-24.88,Y,-39.88,Y,426.81,N,C
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T ,1.0,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,2.64,N,19.72,N,-25.36,Y,-7.85,Y,-0.15,Y,196.54,N,C
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-4.76,N,21.13,N,1.14,Y,16.02,Y,-9.78,Y,,N,C
500296,Nahar Spinning Mills Ltd.,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.0,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,6.29,N,23.67,N,-26.83,Y,-12.34,Y,-23.29,Y,762.04,N,C
500330,Raymond Limited,RAYMOND,RAYMOND LTD.,Active,A ,10.0,INE301A01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",-4.55,N,16.4,N,-20.79,Y,-34.97,Y,-14.33,Y,322.61,N,C
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A ,2.0,INE855B01025,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,-6.97,N,20.8,N,-4.99,Y,-10.31,Y,1.72,Y,112.62,N,C
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,T ,2.0,INE606A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",8.68,N,32.03,N,-6.52,Y,25.73,Y,29.14,Y,182.71,N,C
500350,RSWM Limited,RSWM,RSWM LTD.,Active,B ,10.0,INE611A01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,1.55,N,18.5,N,-24.91,Y,-7.54,Y,-14.96,Y,280.98,N,C
500387,Shree Cements Ltd.,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.0,INE070A01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,2.5,N,15.77,N,-3.22,Y,-9.01,Y,-13.5,Y,18.06,N,C
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.0,INE786A01032,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,1.12,N,17.17,N,-7.61,Y,-7.97,Y,-18.03,Y,213.35,N,C
500404,Sunflag Iron & Steel Co. Ltd.,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.0,INE947A01014,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,6.37,N,37.78,N,-10.21,Y,-4.75,Y,-4.57,Y,565.3,N,C
500464,UCAL LIMITED,UCAL,Ucal  Ltd,Active,B ,10.0,INE139B01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,8.83,N,24.19,N,2.35,Y,-3.35,Y,16.37,Y,,N,C
500429,Uniphos Enterprises Limited.,UNIENTER,UNIPHOS ENTERPRISES LTD.,Active,B ,2.0,INE037A01022,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,9.99,N,24.19,N,-8.28,Y,-3.45,Y,-4.34,Y,203.44,N,C
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2.0,INE224A01026,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",-0.86,N,37.48,N,-4.31,Y,24.41,Y,19.63,Y,47.76,N,C
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1.0,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial,5.73,N,42.65,N,-15.34,Y,-13.55,Y,0.14,Y,734.62,N,C
502820,DCM Ltd.,DCM,DCM LTD.,Active,T ,10.0,INE498A01018,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,-0.94,N,25.53,N,-12.07,Y,21.9,Y,10.98,Y,410.68,N,C
502986,Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,Active,A ,2.0,INE825A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,3.84,N,21.61,N,-7.85,Y,-2.89,Y,13.68,Y,140.76,N,C
503169,Ruby Mills Ltd.,RUBYMILLS,RUBY MILLS LTD.,Active,B ,5.0,INE301D01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-2.81,N,33.04,N,-12.07,Y,1.62,Y,-2.72,Y,211.33,N,C
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.0,INE665A01038,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,2.32,N,44.97,N,-19.67,Y,-8.98,Y,17.21,Y,436.81,N,C
503722,Banswara Syntex Ltd.,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,5.0,INE629D01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,1.34,N,24.5,N,-8.31,Y,-11.18,Y,-6.8,Y,166.69,N,C
503811,Siyaram Silk Mills Ltd.,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.0,INE076B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,24.01,N,51.14,N,34.81,Y,43.83,Y,20.45,Y,268.53,N,C
504112,Nelco Ltd,NELCO,NELCO LTD.,Active,B ,10.0,INE045B01015,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,-5.04,N,54.69,N,-6.92,Y,19.64,Y,11.37,Y,412.04,N,C
504212,Universal Cables Ltd.,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10.0,INE279A01012,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals,12.35,N,28.63,N,-14.1,Y,1.75,Y,16.61,Y,465.34,N,C
504286,DELTA MANUFACTURING LIMITED ,DELTAMAGNT,Delta Manufacturing Ltd,Active,B ,10.0,INE393A01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,-4.47,N,22.29,N,2.74,Y,-10.15,Y,-2.04,Y,303.22,N,C
504879,ORIENT CERATECH LIMITED,ORIENTCER,Orient Ceratech Ltd-$,Active,B ,1.0,INE569C01020,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,10.76,N,21.48,N,-22.24,Y,-15.68,Y,-21.05,Y,,N,C
505075,Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,Active,T ,2.0,INE878E01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,12.06,N,82.12,N,-7.95,Y,-13.96,Y,28.54,Y,53.87,Y,C
