Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report
500039,Banco Products (India) Ltd.,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2.0,INE213C01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,14.05,N,70.51,N,-3.99,Y,5.48,Y,12.86,Y,581.46,N,C
500219,Jain Irrigation Systems Ltd.,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.0,INE175A01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,6.54,N,19.26,N,-21.34,Y,-2.23,Y,-4.87,Y,728.29,N,C
500333,Pix Transmissions Ltd.,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,B ,10.0,INE751B01018,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber,2.57,N,56.83,N,-8.15,Y,6.57,Y,11.98,Y,,N,C
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.0,INE665A01038,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,9.48,N,24.79,N,-33.76,Y,-21.46,Y,12.61,Y,270.67,N,C
503811,Siyaram Silk Mills Ltd.,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.0,INE076B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,4.92,N,27.81,N,-0.99,Y,6.61,Y,-4.93,Y,123.93,N,C
505720,Hercules Hoists Ltd.,HERCULES,HERCULES HOISTS LTD.,Active,T ,1.0,INE688E01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.41,N,16.62,N,-67.15,Y,-60.65,Y,-36.86,Y,121.79,N,C
506074,Arshiya Limited,ARSHIYA,Arshiya Limited,Active,T ,2.0,INE968D01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,-10.47,N,20.69,N,-33.13,Y,-53.94,Y,-21.2,Y,-80.0,Y,C
507205,Tilaknagar Industries Ltd,TI,TILAKNAGAR INDUSTRIES LTD.-$,Active,A ,10.0,INE133E01013,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,4.9,N,30.91,N,10.53,Y,22.85,Y,12.34,Y,1405.03,N,C
507789,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,Active,B ,5.0,INE048B01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,13.52,N,40.45,N,23.67,Y,45.38,N,18.47,Y,1640.26,N,C
511034,Jindal Drilling & Industries Ltd.,JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,Active,B ,5.0,INE742C01031,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling,0.74,N,26.43,N,-1.11,Y,-23.51,Y,-13.83,Y,505.19,N,C
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,Active,B ,10.0,INE314G01014,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,21.54,N,45.35,N,-16.2,Y,5.16,Y,3.01,Y,215.53,N,C
516092,3P LAND HOLDINGS LTD.,3PLAND,3P Land Holdings Ltd,Active,T ,2.0,INE105C01023,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,20.3,N,55.32,N,-6.49,Y,15.35,Y,24.24,Y,582.12,N,C
519600,CCL Products (India) Ltd.,CCL,CCL PRODUCTS (INDIA) LTD.,Active,A ,2.0,INE421D01022,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,7.7,N,16.3,N,2.22,Y,7.27,Y,-0.87,Y,158.64,N,C
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,ITI LTD.,Active,A ,10.0,INE248A01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,-4.31,N,26.26,N,-26.1,Y,-23.44,Y,-15.44,Y,171.36,N,C
524394,Vimta Labs Ltd.,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.0,INE579C01029,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",11.24,N,58.32,N,0.45,Y,15.3,Y,35.03,Y,411.13,N,C
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,T ,10.0,INE268B01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,18.2,N,26.43,N,-16.81,Y,8.98,Y,-2.77,Y,-14.33,Y,C
526227,Filatex India Ltd.,FILATEX,FILATEX INDIA LTD.-$,Active,B ,1.0,INE816B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-2.09,N,18.01,N,-10.65,Y,-14.77,Y,12.02,Y,168.0,N,C
532219,Energy Development Company Ltd.,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Active,B ,10.0,INE306C01019,Power Generation,Equity,Utilities,Power,Power,Power Generation,-2.35,N,27.6,N,-22.41,Y,-8.1,Y,7.88,Y,297.92,N,C
532309,GE Power India Limited,GEPIL,GE Power India Ltd,Active,B ,10.0,INE878A01011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,-0.58,N,17.36,N,-28.94,Y,1.95,Y,102.59,N,-54.72,Y,C
532310,Shree Rama Multi-tech Ltd.,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,T ,5.0,INE879A01019,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,20.37,N,62.83,N,-0.22,Y,12.69,Y,-11.6,Y,403.24,N,C
532369,Ramco Industries Ltd,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,B ,1.0,INE614A01028,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,2.38,N,18.8,N,-0.5,Y,5.16,Y,18.15,Y,38.54,N,C
532416,Next Mediaworks Ltd,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Active,T ,10.0,INE747B01016,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,58.02,N,68.55,N,-2.43,Y,-8.93,Y,-10.13,Y,-3.8,Y,C
532481,Noida Toll Bridge Company Ltd,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,T ,10.0,INE781B01015,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",-0.19,N,15.97,N,4.55,Y,55.79,N,4.47,Y,233.0,N,C
532624,Jindal Photo Limited,JINDALPHOT,JINDAL PHOTO LTD.,Active,B ,10.0,INE796G01012,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,2.82,N,18.74,N,-14.04,Y,17.41,Y,7.98,Y,5467.41,N,C
532686,Kernex Microsystems (India) Ltd.,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Active,B ,10.0,INE202H01019,Transport Related Services,Equity,Services,Services,Transport Services,Transport Related Services,9.47,N,33.05,N,29.57,Y,34.29,N,8.85,Y,3701.58,N,C
532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Active,B ,10.0,INE047B01011,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,2.76,N,27.4,N,-3.78,Y,4.39,Y,-12.54,Y,218.13,N,C
532826,Raj Television Network Ltd,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,T ,5.0,INE952H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,8.2,N,36.29,N,-35.6,Y,-37.28,Y,-14.6,Y,15.06,Y,C
532895,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B ,5.0,INE245I01016,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,21.5,N,56.74,N,0.76,Y,32.09,Y,27.64,Y,284.78,N,C
532935,Aries Agro Limited,ARIES,ARIES AGRO LTD.,Active,B ,10.0,INE298I01015,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,17.3,N,40.46,N,-10.86,Y,-7.32,Y,35.24,Y,273.6,N,C
532960,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,A ,2.0,INE274G01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,14.44,N,22.21,N,6.54,Y,14.33,Y,55.06,N,-67.42,Y,C
532967,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,B ,10.0,INE415I01015,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,18.54,N,53.62,N,10.9,Y,2.35,Y,42.47,Y,-1.3,Y,C
533090,Excel Realty N Infra Limited,EXCEL,Excel Realty N Infra Ltd,Active,B ,1.0,INE688J01023,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,20.71,N,128.38,N,-6.1,Y,54.0,Y,120.0,Y,950.0,N,C
533294,Ravi Kumar Distilleries Limited,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,T ,10.0,INE722J01012,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,-0.26,N,17.19,N,-22.56,Y,-0.84,Y,15.0,Y,256.96,N,C
533296,Future Market Networks Limited,FMNL,FUTURE MARKET NETWORKS LTD.,Active,T ,10.0,INE360L01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,8.07,N,22.31,N,114.06,N,121.6,N,147.32,N,-46.42,Y,C
533317,OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,Z ,10.0,INE474L01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-5.09,N,15.4,N,-8.72,Y,13.47,Y,-6.63,Y,92.24,N,C
533520,Yaari Digital Integrated Services Ltd,YAARI,Yaari Digital Integrated Services Ltd,Active,B ,2.0,INE126M01010,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,19.43,N,21.34,N,40.65,N,6.13,Y,25.67,N,-84.36,Y,C
533982,Tera Software Ltd.,TERASOFT,TERA SOFTWARE LTD.,Active,B ,10.0,INE482B01010,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,21.53,N,166.5,N,6.07,Y,67.27,Y,80.43,Y,203.14,N,C
535789,Sammaan Capital Limited,SAMMAANCAP,Sammaan Capital Ltd,Active,A ,2.0,INE148I01020,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,11.92,N,16.32,N,-15.46,Y,-20.1,Y,-11.31,Y,-51.4,Y,C
536773,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.0,INE147P01019,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,7.9,N,29.29,N,-9.94,Y,11.63,Y,14.09,Y,6035.66,N,C
538365,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,Incredible Industries Ltd,Active,T ,10.0,INE452L01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,12.58,N,28.27,N,-17.5,Y,-0.77,Y,25.65,Y,2.65,Y,C
539963,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,Active,T ,1.0,INE819S01025,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,7.19,N,18.95,N,-18.93,Y,-32.59,Y,-19.08,Y,,N,C
540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Active,B ,10.0,INE274V01019,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,6.26,N,31.27,N,-27.68,Y,-29.74,Y,-31.66,Y,-9.09,Y,C
540701,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2.0,INE385W01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1.9,N,31.75,N,4.4,Y,-23.87,Y,9.59,Y,85.14,N,C
541546,GAYATRI HIGHWAYS LTD,GAYAHWS,Gayatri Highways Ltd,Active,T ,2.0,INE287Z01012,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",4.73,N,46.28,N,-9.02,Y,21.0,Y,21.0,Y,303.33,N,C
542580,Aartech Solonics Limited,AARTECH,Aartech Solonics Ltd,Active,B ,5.0,INE01C001026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,17.08,N,20.95,N,-6.78,Y,-12.83,Y,17.55,Y,,N,C
542774,MUFIN GREEN FINANCE LIMITED,MUFIN,Mufin Green Finance Ltd,Active,B ,1.0,INE08KJ01020,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-2.86,N,23.83,N,-15.66,Y,-25.95,Y,-22.38,Y,,N,C
543270,MTAR Technologies Limited,MTARTECH,MTAR Technologies Ltd,Active,A ,10.0,INE864I01014,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,9.98,N,15.67,N,-17.6,Y,-16.02,Y,-28.94,Y,,N,C
543328,Krsnaa Diagnostics Limited,KRSNAA,Krsnaa Diagnostics Ltd,Active,B ,5.0,INE08LI01020,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,10.16,N,27.75,N,19.33,Y,41.94,N,25.92,Y,,N,C
